"golden_id","tweet_id","conversation_id","customer_message","normalized_message","candidate_intent","source_cluster","conversation_context","annotation_label","annotation_status","annotator","notes","model_name","model_suggested_label","model_confidence","model_reasoning_summary","model_needs_human_review","suggestion_timestamp","suggestion_status"
"gold_097","2850886","conv_AppleSupport_2850886","My phone is malfunctioning. My texts are coming in, but I’m not getting the notification and it’s going to the bottom of my messages @AppleSupport","My phone is malfunctioning. My texts are coming in, but I’m not getting the notification and it’s going to the bottom of my messages <USER>","general_device_support","2","@792704 That's not expected behavior. We know how important it is to be notified when you receive a message. Let's see what we can do to get you a resolution. Let us know in DM if restarting your device helps. Also, let us know what iOS you are running. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","display_touch_issue","0.8","Customer reports issue with notification not appearing on screen, which is a display-related problem.","False","2026-09-12T04:28:19.027963+00:00","success"
"gold_098","2151195","conv_AppleSupport_2151195","@AppleSupport Hey! What does this mean? It's a new screen for me. https://t.co/0w1NPRJpJc","<USER> Hey! What does this mean? It's a new screen for me. <URL>","display_touch_issue","7","@632203 We'd love to look into this with you. Are you restoring your iPhone from a back up? Click here and let us know in DM: https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","general_device_support","0.8","Customer is seeking explanation for a new screen on their iPhone, but the conversation context suggests a potential restoration issue, which may not be the primary concern.","False","2026-09-12T04:28:21.766020+00:00","success"
"gold_099","869926","conv_AppleSupport_869926","@AppleSupport help i forgot my restrictions passcode","<USER> help i forgot my restrictions passcode","account_access_issue","7","@326565 We've got some great steps to help with this issue. You can find these at the bottom of this article: https://t.co/ZOXnGWrbMf","","pending_human_review","","","llama3.2:latest","account_access_issue","0.9","Customer is unable to access their Apple ID due to forgotten restrictions passcode, indicating an account access issue.","False","2026-09-12T04:28:24.724535+00:00","success"
"gold_100","245243","conv_AppleSupport_245243","Yo how do you turn off auto brightness with this stupid ass update???? @115858","Yo how do you turn off auto brightness with this stupid ass update???? <USER>","software_update_problem","5","@174222 We've got steps for that here: https://t.co/bkqEVCrK2l Let us know if you have questions in DM. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","general_device_support","0.9","Customer is seeking general troubleshooting guidance for a specific issue (auto brightness) after a software update, indicating a need for initial support triage.","False","2026-09-12T04:28:27.391413+00:00","success"
"gold_101","447411","conv_AppleSupport_447411","@AppleSupport recently upgraded ‘my media manager’ app by Mo Wellin &amp; can no longer access with password as app has completely changed. There are many important photos that I’m hoping are not lost. Have emailed the app maker. #helpplease","<USER> recently upgraded ‘my media manager’ app by Mo Wellin &amp; can no longer access with password as app has completely changed. There are many important photos that I’m hoping are not lost. Have emailed the app maker. #helpplease","account_access_issue","5","@220970 Which device is this app for? Were these photos taken from your device? If so, have you checked https://t.co/tmRhWEkIq4 from a computer, to see if they are there?","","pending_human_review","","","llama3.2:latest","account_access_issue","0.9","Customer is unable to access their app due to changes made by the app developer, indicating a password or authentication issue.","False","2026-09-12T04:28:30.266643+00:00","success"
"gold_102","2495499","conv_AppleSupport_2495499","Can @115948 or @115858 please fix the music app ...ever since the update .. I can’t pause music without going to app🙄 #sos","Can <USER> or <USER> please fix the music app ...ever since the update .. I can’t pause music without going to app🙄 #sos","software_update_problem","5","@712218 Let's take a look together. Can you send us a screenshot of what you're seeing?","","pending_human_review","","","llama3.2:latest","display_touch_issue","0.8","The customer is experiencing a display issue with the music app, specifically being unable to pause music without going to the app, which suggests a touchscreen or display problem.","False","2026-09-12T04:28:33.207544+00:00","success"
"gold_103","2285339","conv_AppleSupport_2285339","@AppleSupport so my iPhone crashes touch seems to stop working altho I can access wifi menu etc Ask apple the issue they tell me my phone screen needs replaced - get new phone and same issue happens is this a problem with iOS or the 8?","<USER> so my iPhone crashes touch seems to stop working altho I can access wifi menu etc Ask apple the issue they tell me my phone screen needs replaced - get new phone and same issue happens is this a problem with iOS or the 8?","display_touch_issue","2","@664100 Let's take a closer look at this issue together. Please DM us about this and we'll get started. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","display_touch_issue","0.9","Customer reports iPhone screen issue with touch functionality, despite still being able to access Wi-Fi. Apple Support suggests screen replacement, but issue persists, indicating a potential hardware or display problem.","False","2026-09-12T04:28:36.185521+00:00","success"
"gold_104","435818","conv_AppleSupport_435818","@AppleSupport why aren’t my apps downloading??? I’ve tried with and without WiFi...","<USER> why aren’t my apps downloading??? I’ve tried with and without WiFi...","hardware_audio_connection_issue","5","@218522 Let's work on getting your apps downloaded. What happens when you try to install an app? Is there an error message?","","pending_human_review","","","llama3.2:latest","billing_purchase_issue","0.8","Customer reports issue with app downloads, which may be related to payment or App Store issues.","False","2026-09-12T04:28:39.358320+00:00","success"
"gold_105","2818829","conv_AppleSupport_2818829","@AppleSupport hey guys just curious - why aren’t iOS app updates automatic? Seems pretty clear here, no? Yet I manually have to check and click Update All daily... https://t.co/jFgs9KRl9U","<USER> hey guys just curious - why aren’t iOS app updates automatic? Seems pretty clear here, no? Yet I manually have to check and click Update All daily... <URL>","software_update_problem","6","@375691 We can see why the updates aren't pushed automatically. Does iOS 11.1.1 show in Settings &gt; General &gt; About? Does this occur with specific apps? Are you constantly connected to a Wi-Fi network? Let us know in DM. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","general_device_support","0.8","The customer is asking a general question about iOS app update behavior, seeking clarification on why updates aren't automatic, and is looking for a general explanation rather than a specific troubleshooting solution.","False","2026-09-12T04:28:41.924966+00:00","success"
"gold_106","1673607","conv_AppleSupport_1673607","@AppleSupport i can’t turn on my WiFi on my iPhone 7","<USER> i can’t turn on my WiFi on my iPhone 7","hardware_audio_connection_issue","2","@509268 We'll be glad to assist. Is Wi-Fi grayed out in the settings? Are you getting an error message?","","pending_human_review","","","llama3.2:latest","display_touch_issue","0.8","The customer is unable to turn on their WiFi, which suggests a display issue, possibly related to the touchscreen or Wi-Fi indicator.","False","2026-09-12T04:28:45.156122+00:00","success"
"gold_107","1834648","conv_AppleSupport_1834648","@AppleSupport Come on @115858 can’t believe all the issues with .3! Drops WiFi and BT randomly, Battery life sucks &amp; locks up landscape! 7+","<USER> Come on <USER> can’t believe all the issues with .3! Drops WiFi and BT randomly, Battery life sucks &amp; locks up landscape! 7+","battery_power_issue","1","@550261 We'd like to look into these issues with you. Let us know when you installed this last update via DM. We'll go from there. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","software_update_problem","0.9","Customer reports multiple issues (WiFi drops, battery life, and device locking up) following a recent software update (.3), indicating a probable update-related problem.","False","2026-09-12T04:28:47.903984+00:00","success"
"gold_108","2964142","conv_AppleSupport_2964142","@AppleSupport Just wondering two things:

1 - Why are movies that I *DIDN’T* purchase showing up in my iTunes?

2 - Why do I now have duplicates of movies that I *DID* purchase?

Please help.","<USER> Just wondering two things: 1 - Why are movies that I *DIDN’T* purchase showing up in my iTunes? 2 - Why do I now have duplicates of movies that I *DID* purchase? Please help.","billing_purchase_issue","4","@817853 Thanks for reaching out. We'd be happy to help. Which device are you seeing these duplicates and movies you haven't purchased?","","pending_human_review","","","llama3.2:latest","billing_purchase_issue","0.9","Customer reports unexpected movie purchases and duplicates of purchased movies, indicating a billing/purchase issue.","False","2026-09-12T04:28:50.946919+00:00","success"
"gold_109","1912932","conv_AppleSupport_1912932","Can’t turn off WiFi from control center? New @115858 iOS is garbage. Who knows how to roll back to the good one?","Can’t turn off WiFi from control center? New <USER> iOS is garbage. Who knows how to roll back to the good one?","hardware_audio_connection_issue","3","@569808 We can assist you. The following guide details how Wi-Fi and Bluetooth function with Control Center: https://t.co/G7BHuQnDS6","","pending_human_review","","","llama3.2:latest","general_device_support","0.8","Customer is seeking general troubleshooting guidance for iOS update issues, including Wi-Fi control center functionality, rather than a specific fix for rolling back to a previous iOS version.","False","2026-09-12T04:28:53.670466+00:00","success"
"gold_110","2925617","conv_AppleSupport_2925617","Dear @AppleSupport need help with Apple ID....again.","Dear <USER> need help with Apple ID....again.","account_access_issue","4","@549555 Let's look into this for you. What are you experiencing with your Apple ID? Let us know in DM. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","account_access_issue","0.9","Customer is experiencing issues with their Apple ID, indicating a problem with account access or authentication.","False","2026-09-12T04:28:56.653946+00:00","success"
"gold_111","2758228","conv_AppleSupport_2758228","Dear @115858 this is so stupid.  I am in my house and my own wifi won’t connect.     It says I put in the wrong password.  It should automatically connect anyways.  Frig.  @AppleSupport https://t.co/AqzUMsVN8H","Dear <USER> this is so stupid. I am in my house and my own wifi won’t connect. It says I put in the wrong password. It should automatically connect anyways. Frig. <USER> <URL>","account_access_issue","5","@771857 We'd like to help with your Wi-Fi! Please send us a DM, and we'll continue there. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","account_access_issue","0.9","Customer reports Wi-Fi connection issue with their own network, unable to connect despite correct password, indicating authentication or account access problem.","False","2026-09-12T04:28:59.217353+00:00","success"
"gold_112","1640209","conv_AppleSupport_1640209","@AppleSupport if I want to trade in my iPhone which still has AppleCare+ can I get a refund for that or do I have to just give it up?","<USER> if I want to trade in my iPhone which still has AppleCare+ can I get a refund for that or do I have to just give it up?","billing_purchase_issue","4","@161626 Thanks for reaching out. This article has more details on requesting a refund: https://t.co/ep4XDv2ien","","pending_human_review","","","llama3.2:latest","account_access_issue","0.9","Customer is seeking information on refund options for a trade-in with AppleCare+.","False","2026-09-12T04:29:02.132449+00:00","success"
"gold_113","851231","conv_AppleSupport_851231","@AppleSupport my phone has been charging for 3.5 HOURS and Is only at 19% WHAT IS GOING ON","<USER> my phone has been charging for 3.5 HOURS and Is only at 19% WHAT IS GOING ON","battery_power_issue","2","@322212 We want you to be able to fully charge your iPhone, Have you tried to restart it since this started to occur?","","pending_human_review","","","llama3.2:latest","battery_power_issue","0.9","Customer reports rapid battery drain, and the issue started after a prolonged charging session, suggesting a potential hardware or software problem with the battery.","False","2026-09-12T04:29:04.749401+00:00","success"
"gold_114","1175528","conv_AppleSupport_1175528","@AppleSupport my new MacBook is not allowing my £90 dongle to work it says this usb disabled can u help me please ? https://t.co/z7MZ1EbCAn","<USER> my new MacBook is not allowing my £90 dongle to work it says this usb disabled can u help me please ? <URL>","mac_software_issue","5","@396525 We'd be happy to assist with your Mac today. Send us a DM to get started. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","hardware_audio_connection_issue","0.9","The customer is experiencing a hardware issue with their MacBook's USB port, which is not allowing a £90 dongle to work, resulting in a 'USB disabled' message.","False","2026-09-12T04:29:07.535690+00:00","success"
"gold_115","2019453","conv_AppleSupport_2019453","@AppleSupport Please for heaven sake, since newest update the voice to text is horrible and texting is horrible","<USER> Please for heaven sake, since newest update the voice to text is horrible and texting is horrible","software_update_problem","0","@149760 We'd like to help.  DM us the device and OS version with the voice to text and texting issues you're experiencing as well. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","keyboard_typing_issue","0.8","Customer reports issues with voice-to-text and texting functionality since the latest update, indicating a problem with text input.","False","2026-09-12T04:29:10.767550+00:00","success"
"gold_116","290128","conv_AppleSupport_290128","@115858 the latest Apple update is an absolute disgrace my ipad is constantly freezing having to be rebooted every 30 seconds ! Wtf !!!","<USER> the latest Apple update is an absolute disgrace my ipad is constantly freezing having to be rebooted every 30 seconds ! Wtf !!!","software_update_problem","6","@185112 We're here to help. Let's gather some details to work towards a resolution. When did you install the update? Go on and DM us. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","software_update_problem","0.9","Customer reports iPad freezing and requiring frequent reboots after a recent Apple update, indicating a potential issue with the update.","False","2026-09-12T04:29:13.539408+00:00","success"
"gold_117","1068848","conv_AppleSupport_1068848","If I could turn auto brightness off and also not have my Bluetooth automatically turn on everytime I start my car that would be nice @115858","If I could turn auto brightness off and also not have my Bluetooth automatically turn on everytime I start my car that would be nice <USER>","hardware_audio_connection_issue","5","@372233 We can certainly help you with Bluetooth and Auto-Brightness. Which iOS version are you running?","","pending_human_review","","","llama3.2:latest","general_device_support","0.8","Customer is requesting two specific features to be disabled, but doesn't specify a problem or error message. The conversation context suggests a general inquiry about iOS version, indicating a need for initial support triage.","False","2026-09-12T04:29:16.406003+00:00","success"
"gold_118","2958692","conv_AppleSupport_2958692","Why does my iPhone go from 65% to 12% charge in less than 5 min? 😫 @115858 @AppleSupport","Why does my iPhone go from 65% to 12% charge in less than 5 min? 😫 <USER> <USER>","battery_power_issue","1","@816596 We'd be happy to look into this with you more in detail.  Let us know in DM the devide you're using and what version of iOS. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","battery_power_issue","0.9","Customer reports rapid battery drain from 65% to 12% charge in less than 5 minutes, indicating a potential hardware or software issue with the iPhone's battery.","False","2026-09-12T04:29:19.518056+00:00","success"
"gold_119","751635","conv_AppleSupport_751635","#Siri. Hate new voice seems to works less well. Sounds like a teenager. @115858 @AppleSupport   Options?  Multiple selection.","#Siri. Hate new voice seems to works less well. Sounds like a teenager. <USER> <USER> Options? Multiple selection.","general_device_support","0","@299645 We'd like to help. Tap Settings &gt; Siri &amp; Search &gt; Siri Voice to change. Feedback can be left here: https://t.co/aXEtn6UIwx","","pending_human_review","","","llama3.2:latest","account_access_issue","0.8","Customer is experiencing issues with Siri's new voice, suggesting a need for assistance with account settings or feedback mechanism.","False","2026-09-12T04:29:22.594212+00:00","success"
"gold_120","1489604","conv_AppleSupport_1489604","Will I lose everything on my phone if I make a new Apple ID? 
@AppleSupport","Will I lose everything on my phone if I make a new Apple ID? <USER>","account_access_issue","4","@465980 Great question! Help is here. Any purchases made on your previous Apple ID will not be accessible through the new Apple ID.","","pending_human_review","","","llama3.2:latest","account_access_issue","0.9","Customer is concerned about losing data when creating a new Apple ID, indicating a problem with account access.","False","2026-09-12T04:29:25.360817+00:00","success"
"gold_121","2360371","conv_AppleSupport_2360371","@AppleSupport How do I get to the Chat support for Apple Support? I need to leave a feedback for an app, but it's now impossible to do now that the App Store is no longer part of iTunes. Without this feature, some flawed games may go away unscathed.","<USER> How do I get to the Chat support for Apple Support? I need to leave a feedback for an app, but it's now impossible to do now that the App Store is no longer part of iTunes. Without this feature, some flawed games may go away unscathed.","billing_purchase_issue","4","@681646 We're happy to help you with this. Let's meet up in DM and work together. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","general_device_support","0.9","Customer is seeking general support information and assistance with leaving feedback for an app, which indicates a need for guidance on how to access chat support and provide feedback.","False","2026-09-12T04:29:28.000448+00:00","success"
"gold_122","1925182","conv_AppleSupport_1925182","@AppleSupport Hi, how can I stop my MacBook installing public betas for high sierra?","<USER> Hi, how can I stop my MacBook installing public betas for high sierra?","mac_software_issue","5","@171394 We’ve got you covered. Check out this guide and send a DM if you have questions: https://t.co/4Xnb7WjVko https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","mac_software_issue","0.9","The customer is experiencing a software-related issue with their MacBook, specifically with the installation of public betas for High Sierra.","False","2026-09-12T04:29:31.232280+00:00","success"
"gold_123","391224","conv_AppleSupport_391224","It's hard to destroy the #thundercats when my #iphone6 keeps running out of battery. @AppleSupport any tips?","It's hard to destroy the #thundercats when my #iphone6 keeps running out of battery. <USER> any tips?","battery_power_issue","2","@208633 We'd love to work together on this with you. Meet us in DM to get started: https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","battery_power_issue","0.9","Customer reports iPhone 6 battery drain issue, which is a common problem, and seeks help from Apple Support.","False","2026-09-12T04:29:34.067279+00:00","success"
"gold_124","1525130","conv_AppleSupport_1525130","What is up @115858 @AppleSupport with the letter I looking like this 👉🏼 I️  on my IPhone","What is up <USER> <USER> with the letter I looking like this 👉🏼 I️ on my IPhone","keyboard_typing_issue","0","@473728 Hey there, can you send us a quick DM using the link below? We'll be happy to look into that with you. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","general_device_support","0.8","Customer is seeking general assistance with their iPhone issue, as indicated by the request for a DM with a link to a support resource.","False","2026-09-12T04:29:36.819064+00:00","success"
"gold_125","2146542","conv_AppleSupport_2146542","Dear @115858 Please fix the podcast app. I miss knowing which archived episodes I haven't listened to and when the home screen display was accurate and functioning.","Dear <USER> Please fix the podcast app. I miss knowing which archived episodes I haven't listened to and when the home screen display was accurate and functioning.","display_touch_issue","5","@630999 We'd be happy to help with your device not working as expected. Can you tell us more in DM? https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","general_device_support","0.8","Customer is seeking general troubleshooting or support for a device issue, specifically with the podcast app, home screen display, and device functionality.","False","2026-09-12T04:29:39.660304+00:00","success"
"gold_126","1534998","conv_AppleSupport_1534998","When I AirPlay I only hear audio - no video @AppleSupport. I have had my Apple TV 3 weeks &amp; have had nothing but trouble 😡😡😡😡","When I AirPlay I only hear audio - no video <USER>. I have had my Apple TV 3 weeks &amp; have had nothing but trouble 😡😡😡😡","hardware_audio_connection_issue","5","@351367 We want your Apple TV to work as expected. Reach out to us directly with this link for help with this. https://t.co/IBIY3vMgPj","","pending_human_review","","","llama3.2:latest","display_touch_issue","0.9","Customer reports AirPlay audio only, no video, which suggests a display or video output issue.","False","2026-09-12T04:29:42.490358+00:00","success"
"gold_127","1720831","conv_AppleSupport_1720831","@AppleSupport Updated my phone with the new IOS two hours ago, phone refuses to charge ever since ?  Massive battery problems","<USER> Updated my phone with the new IOS two hours ago, phone refuses to charge ever since ? Massive battery problems","battery_power_issue","1","@520810 We understand how important it is to be able to charge your iPhone. DM us and let us know your iPhone model. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","battery_power_issue","0.9","Customer reports massive battery problems after iOS update, indicating a potential hardware or software issue with the battery.","False","2026-09-12T04:29:45.244634+00:00","success"
"gold_128","2341925","conv_AppleSupport_2341925","hey @115858 can u fix IOS","hey <USER> can u fix IOS","general_device_support","3","@677414 We're here for you. What's happening with your iOS device? Tell us more about the issues you've been experiencing with us in a DM: https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","account_access_issue","0.8","Customer is requesting assistance with a specific iOS issue, indicating a need to access their account or device for troubleshooting and resolution.","False","2026-09-12T04:29:47.942395+00:00","success"
"gold_129","668569","conv_AppleSupport_668569","Yo @115858 why can’t I change my password for the stupid Apple ID. HELP","Yo <USER> why can’t I change my password for the stupid Apple ID. HELP","account_access_issue","4","@279418 Help is on the way. Send us a DM to get started. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","account_access_issue","0.9","Customer is unable to change their Apple ID password, indicating an issue with account access.","False","2026-09-12T04:29:50.646439+00:00","success"
"gold_130","2867896","conv_AppleSupport_2867896","I updated my phone and i still see the boxes with ? 🤬🤬🤬🤬🤬🤬😭😭 i officially HATE #APPLE you pay all this money for trash @AppleSupport","I updated my phone and i still see the boxes with ? 🤬🤬🤬🤬🤬🤬😭😭 i officially HATE #APPLE you pay all this money for trash <USER>","billing_purchase_issue","4","@631383 Let’s work together on this behavior. To verify, is this happening in your new posts and messages? Or are you seeing those unexpected characters in posts and messages from other individuals? Let us know via a DM. We’ll keep moving from there. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","display_touch_issue","0.9","The customer is experiencing unexpected characters (boxes with ?) in their posts and messages, which suggests a display or touchscreen issue.","False","2026-09-12T04:29:53.204037+00:00","success"
"gold_131","2179486","conv_AppleSupport_2179486","Still getting NO messages from ANYBODY in ANY 4mat on my phoneeee whats good @115858 ?? What happened??? Did i du something WRONG? 🤔😱😎😇","Still getting NO messages from ANYBODY in ANY 4mat on my phoneeee whats good <USER> ?? What happened??? Did i du something WRONG? 🤔😱😎😇","general_device_support","2","@638711 Hey there! This is certainly not the experience we want you to have. You're in great hands for support. DM us which iPhone and iOS version you're using. Use this link to check for the iOS version: https://t.co/ZTw54HL4Rm We look forward to your response. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","account_access_issue","0.9","Customer is unable to receive messages, indicating a problem with their account or phone's messaging functionality.","False","2026-09-12T04:29:56.252527+00:00","success"
"gold_132","2961386","conv_AppleSupport_2961386","So I have my shiny brand new @115858 MacBook and I can’t use it because it refuses to connect to my internet 😭 @AppleSupport Help me please","So I have my shiny brand new <USER> MacBook and I can’t use it because it refuses to connect to my internet 😭 <USER> Help me please","mac_software_issue","5","@649813 We want to help you with your brand new MacBook so it will connect to your internet. That's not a fun way to start off your new computer. Is it just your home network that it won't connect to? Does it recognize your network but can't connect?","","pending_human_review","","","llama3.2:latest","general_device_support","0.8","Customer is seeking general troubleshooting assistance for their new MacBook's internet connectivity issue, rather than a specific software or hardware problem.","False","2026-09-12T04:29:59.129000+00:00","success"
"gold_133","484577","conv_AppleSupport_484577","@AppleSupport I have two problems. First of all, my ipad deleted songs that I paid for and if I go into iTunes it says purchased but won't -","<USER> I have two problems. First of all, my ipad deleted songs that I paid for and if I go into iTunes it says purchased but won't -","billing_purchase_issue","4","@230316 Hey, we can address both concerns. First, let's look into what's going on with those songs. We want you to enjoy the songs that you've paid for. Can you check to make sure they're not hidden? This link will show you how to check: https://t.co/jjLUETEY0J","","pending_human_review","","","llama3.2:latest","account_access_issue","0.9","Customer reports issue with purchased songs not being accessible in iTunes, suggesting an account-level problem.","False","2026-09-12T04:30:02.027873+00:00","success"
"gold_134","2301938","conv_AppleSupport_2301938","@AppleSupport Not impressed with #ios11.1.1 Due to poor eyesight I increase text size slightly so I can read texts but all other text is now FAR too big I can’t see everything on screen. Why have you increased text size in everything other than texts? Makes no sense.","<USER> Not impressed with #ios11.1.1 Due to poor eyesight I increase text size slightly so I can read texts but all other text is now FAR too big I can’t see everything on screen. Why have you increased text size in everything other than texts? Makes no sense.","software_update_problem","3","@668048 This is a great subject for feedback. The best place to leave that to make sure it's seen by the right people is here: https://t.co/eTPVYVFyd8","","pending_human_review","","","llama3.2:latest","general_device_support","0.9","Customer is seeking help with a feature adjustment that affects their overall user experience, rather than a specific technical issue or product defect.","False","2026-09-12T04:30:04.790812+00:00","success"
"gold_135","1579815","conv_AppleSupport_1579815","@AppleSupport 🗣I am tired of seeing boxes ,with a question mark in the middle , where words are supposed to be. Fix this 💩 NOW !!","<USER> 🗣I am tired of seeing boxes ,with a question mark in the middle , where words are supposed to be. Fix this 💩 NOW !!","keyboard_typing_issue","0","@486442 We'd be happy to help with this. Could you please confirm exactly what text seems to be being replaced with a question mark?","","pending_human_review","","","llama3.2:latest","display_touch_issue","0.8","The customer is describing a visual issue with text being replaced by a question mark, suggesting a problem with the display or touchscreen.","False","2026-09-12T04:30:07.803238+00:00","success"
"gold_136","154429","conv_AppleSupport_154429","@AppleSupport I ran a 5K yesterday and didn’t get my achievement award https://t.co/0I4d2SCw3Q","<USER> I ran a 5K yesterday and didn’t get my achievement award <URL>","general_device_support","7","@151388 Hey there! Congratulations on the achievement. You will earn the award within 9 days of completing the Activity Challenge.","","pending_human_review","","","llama3.2:latest","general_device_support","0.9","Customer is seeking general information about Apple's achievement awards and how they are earned, rather than a specific technical issue.","False","2026-09-12T04:30:10.693608+00:00","success"
"gold_137","2125116","conv_AppleSupport_2125116","Ok so face recognition isn't always working AND.... maybe something going on with the display.  @115858 here I come !","Ok so face recognition isn't always working AND.... maybe something going on with the display. <USER> here I come !","display_touch_issue","5","@116839 We'd like to help! Send us a DM to proceed. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","display_touch_issue","0.8","Customer reports inconsistent face recognition and potential display issues, suggesting a physical display problem.","False","2026-09-12T04:30:13.420856+00:00","success"
"gold_138","2522483","conv_AppleSupport_2522483","Hey @115858 can you guys fix Maps. Half the screen becomes useless while horizontal.","Hey <USER> can you guys fix Maps. Half the screen becomes useless while horizontal.","display_touch_issue","5","@718397 That is not expected. We'd like to help. First, what kind of device are you using?","","pending_human_review","","","llama3.2:latest","display_touch_issue","0.9","Customer reports a display issue with Maps, where half the screen becomes unusable horizontally.","False","2026-09-12T04:30:16.023759+00:00","success"
"gold_139","1925602","conv_AppleSupport_1925602","@AppleSupport I am having issues with random shutdowns and freezing screen on my iPhone 8 Plus","<USER> I am having issues with random shutdowns and freezing screen on my iPhone 8 Plus","display_touch_issue","2","@573144 We'd like to see how we can help. Send us a DM and let us know which iOS version you're running. We'll start there. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","software_update_problem","0.9","Customer reports random shutdowns and freezing screen, which could be related to a software update issue, as the iPhone 8 Plus is an older device that may not be compatible with the latest iOS versions.","False","2026-09-12T04:30:18.623537+00:00","success"
"gold_140","682008","conv_AppleSupport_682008","Looks like its a common problem with the @115858 High Sierra download as there are a number of pics posted on the web. 
This is the same error message which I got today.
It doesn't allow you to quit download unless you know your way around computers. Needs fixing asap @116333 https://t.co/PIbCxNlyoc","Looks like its a common problem with the <USER> High Sierra download as there are a number of pics posted on the web. This is the same error message which I got today. It doesn't allow you to quit download unless you know your way around computers. Needs fixing asap <USER> <URL>","mac_software_issue","5","@282757 Send us a DM and let us know if you were able to get macOS High Sierra installed. We'll do our best to assist. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","software_update_problem","0.9","Customer reports an error message during macOS High Sierra download, indicating a problem with the update process.","False","2026-09-12T04:30:21.800982+00:00","success"
"gold_141","2837109","conv_AppleSupport_2837109","@AppleSupport please fix “I.T” I just wanna type a normal i and t 🤦🏾‍♀️","<USER> please fix “I.T” I just wanna type a normal i and t 🤦🏾‍♀️","keyboard_typing_issue","0","@789643 We'd like to help out. How long have you been experiencing this? What's the version of iOS you're currently running?","","pending_human_review","","","llama3.2:latest","keyboard_typing_issue","0.9","The customer is experiencing a typing issue with the 'i' and 't' keys, suggesting a problem with the keyboard input.","False","2026-09-12T04:30:24.722735+00:00","success"
"gold_142","257724","conv_AppleSupport_257724","@AppleSupport I desperately try to re - login on my @115948 account but cannot get in - what’s up?!? #applemusic #fail","<USER> I desperately try to re - login on my <USER> account but cannot get in - what’s up?!? #applemusic #fail","account_access_issue","5","@177306 We're happy to help with your Apple Music. What happens when you try to log in? Do you get an error message?","","pending_human_review","","","llama3.2:latest","account_access_issue","0.9","Customer is unable to log in to their Apple Music account, indicating an issue with account access.","False","2026-09-12T04:30:27.571501+00:00","success"
"gold_143","2547154","conv_AppleSupport_2547154","New iPhone X arrived today. Within an hour the screen became totally unresponsive. Multiple restores did nothing... #iPhoneXScreenFail @AppleSupport","New iPhone X arrived today. Within an hour the screen became totally unresponsive. Multiple restores did nothing... #iPhoneXScreenFail <USER>","display_touch_issue","2","@422691 Send us a DM. Let's see if we can get this running with you. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","display_touch_issue","0.9","Customer's iPhone X screen became unresponsive within an hour of arrival, and multiple restores failed to resolve the issue, indicating a hardware or display problem.","False","2026-09-12T04:30:30.235036+00:00","success"
"gold_144","344131","conv_AppleSupport_344131","Whenever I log into @127550 on Safari, here's what I get: A blank screen. 
@AppleSupport https://t.co/ocpYFMNu4R","Whenever I log into <USER> on Safari, here's what I get: A blank screen. <USER> <URL>","display_touch_issue","5","@120122 We can look into this with you. Which Apple device are you using? Are you only having trouble with the one website?","","pending_human_review","","","llama3.2:latest","display_touch_issue","0.8","Customer reports blank screen when logging into a specific website on Safari, suggesting a display issue.","False","2026-09-12T04:30:33.156825+00:00","success"
