"golden_id","tweet_id","conversation_id","customer_message","normalized_message","candidate_intent","source_cluster","conversation_context","annotation_label","annotation_status","annotator","notes"
"gold_146","1305648","conv_AppleSupport_1305648","Grrrr @115858 !! Billing me for Apple Music but I can’t listen!! You should reimburse people who are also having this issue. And the online chat to your company sucks!! #needmusic #roadtriptomorrow","Grrrr <USER> !! Billing me for Apple Music but I can’t listen!! You should reimburse people who are also having this issue. And the online chat to your company sucks!! #needmusic #roadtriptomorrow","billing_purchase_issue",4,"@425110 We’d like to see how we can help. Can you DM us some more details about the issue you're having? https://t.co/GDrqU22YpT","","pending","",""
"gold_147","2948385","conv_AppleSupport_2948385","Hey @115858. I just bought an iPhone 8 Plus on Sunday. Have treated the thing so so incredibly carefully while waiting for my case to arrive. It has two scratches across the screen already. I’m absolutely irate. I already contacted support who did nothing.","Hey <USER>. I just bought an iPhone 8 Plus on Sunday. Have treated the thing so so incredibly carefully while waiting for my case to arrive. It has two scratches across the screen already. I’m absolutely irate. I already contacted support who did nothing.","display_touch_issue",2,"@814285 We understand how this would be unexpected. We'd like to take a closer look with you. Please send us a DM including where the scratches are located on the screen. https://t.co/GDrqU22YpT","","pending","",""
"gold_148","338612","conv_AppleSupport_338612","@AppleSupport iPhone7-phone rings thru speakers when earbuds plugged in Lightning port. How do I set to ring in earb instead of speaker?","<USER> iPhone7-phone rings thru speakers when earbuds plugged in Lightning port. How do I set to ring in earb instead of speaker?","hardware_audio_connection_issue",2,"@196832 Let's see what we can find! What setting do you have for Settings &gt; General &gt; Accessibility &gt; Call Audio Routing?","","pending","",""
"gold_149","1812262","conv_AppleSupport_1812262","Salty w/ u, @115858. I do ur stupid update and now my battery life only lasts half of what it used to https://t.co/DOrzKQUjZw","Salty w/ u, <USER>. I do ur stupid update and now my battery life only lasts half of what it used to <URL>","software_update_problem",6,"@544455  We’d love to help with your battery. Please send us a DM to continue. https://t.co/GDrqU22YpT","","pending","",""
"gold_150","895991","conv_AppleSupport_895991","@AppleSupport I got an email saying my AppleID has been compromised, came as an attachment from an email an odd address—I think it's bogus","<USER> I got an email saying my AppleID has been compromised, came as an attachment from an email an odd address—I think it's bogus","account_access_issue",4,"@332785 We hear you and we want to help. Send us a DM to get started: https://t.co/GDrqU22YpT","","pending","",""
"gold_151","1478042","conv_AppleSupport_1478042","Dear @AppleSupport what’s up with the messed up keyboard that’s causes this I️ I️ to appear?","Dear <USER> what’s up with the messed up keyboard that’s causes this I️ I️ to appear?","keyboard_typing_issue",0,"@463203 We'd love to look into this. In DM, please let us know the software version you're using. https://t.co/GDrqU22YpT","","pending","",""
"gold_152","2403749","conv_AppleSupport_2403749","@AppleSupport How do I fix the green screen thing that happens when I watch @116602  on full screen? :( I wanna watch @118134 :(","<USER> How do I fix the green screen thing that happens when I watch <USER> on full screen? :( I wanna watch <USER> :(","display_touch_issue",5,"@691463 Hey, there. We want to learn more about what's going on so that we can help. DM us the device you're experiencing this on and we'll go from there. https://t.co/GDrqU22YpT","","pending","",""
"gold_153","1443397","conv_AppleSupport_1443397","Why can’t @188 use The Safari (browser) in Mac to make voice calls? Any comments @AppleSupport","Why can’t <USER> use The Safari (browser) in Mac to make voice calls? Any comments <USER>","mac_software_issue",5,"@454907 We’d be glad to help get to the bottom of this. Can you start by letting us know more via DM? https://t.co/GDrqU22YpT","","pending","",""
"gold_154","599132","conv_AppleSupport_599132","I’m so happy the #iPhoneX came out. Now my Fossil of a phone #iPhone7 can start working at an incredibly slow pace and shut off randomly. @115858 at its finest.","I’m so happy the #iPhoneX came out. Now my Fossil of a phone #iPhone7 can start working at an incredibly slow pace and shut off randomly. <USER> at its finest.","general_device_support",2,"@262102 Let's take a look at this together. Have you already updated your iPhone 7 to iO11.2? It was released yesterday and may resolve the speed issue on your iPhone. If it's updated, let's go into DM so we can work together to get your iPhone up to speed. https://t.co/GDrqU22YpT","","pending","",""
"gold_155","1648474","conv_AppleSupport_1648474","@115858 can you fix the thing where whenever I️ try and type the word “I️” it changes it to a box with a question mark? It’s real annoying","<USER> can you fix the thing where whenever I️ try and type the word “I️” it changes it to a box with a question mark? It’s real annoying","keyboard_typing_issue",0,"@503607 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9","","pending","",""
"gold_156","146626","conv_AppleSupport_146626","@AppleSupport After one month, iWatch S3 strap’s coating is peeling. Solution? https://t.co/nZveXJf9XQ","<USER> After one month, iWatch S3 strap’s coating is peeling. Solution? <URL>","general_device_support",5,"@149284 Hi there! We'd like to make see what options we have available for your band. Please meet us in DM, and let us know your country, so we may assist.","","pending","",""
"gold_157","1758941","conv_AppleSupport_1758941","@AppleSupport where can I find out if my AirPods are still under the warranty?","<USER> where can I find out if my AirPods are still under the warranty?","hardware_audio_connection_issue",4,"@529466 We can check the warranty status for you. Send us a DM, and we'll go from there. https://t.co/GDrqU22YpT","","pending","",""
"gold_158","1807753","conv_AppleSupport_1807753","@AppleSupport should my laptop charger be hot enough to burn me, because it just completely blistered my skin...?","<USER> should my laptop charger be hot enough to burn me, because it just completely blistered my skin...?","battery_power_issue",4,"@543091 We'd really like to look into this with you further. Meet us in DM with some details, and we'll pick up there. https://t.co/GDrqU22YpT","","pending","",""
"gold_159","1543316","conv_AppleSupport_1543316","@AppleSupport why the FUCK is the letter i️ turning into a question mark","<USER> why the FUCK is the letter i️ turning into a question mark","keyboard_typing_issue",0,"@478109 We'd like to help. DM us which type of device and OS version you're using: https://t.co/GDrqU22YpT","","pending","",""
"gold_160","1397360","conv_AppleSupport_1397360","@AppleSupport I’ve completely reset my iPad but it’s asking me for a sign in to get back into the device which I don’t know, what can I do?","<USER> I’ve completely reset my iPad but it’s asking me for a sign in to get back into the device which I don’t know, what can I do?","account_access_issue",4,"@444949 We’ve received your DM and will continue there shortly. Thank you for your patience.","","pending","",""
"gold_161","495121","conv_AppleSupport_495121","@AppleSupport I’m having Bluetooth issues with my iPhone X. Some Bluetooth devices are not discovered. This is in close proximity.","<USER> I’m having Bluetooth issues with my iPhone X. Some Bluetooth devices are not discovered. This is in close proximity.","hardware_audio_connection_issue",2,"@233065 Let's figure this out so you can enjoy your bluetooth devices with your iPhone X. Check out this link and let us know if it helps: https://t.co/JMbUWh4fsj","","pending","",""
"gold_162","1142121","conv_AppleSupport_1142121","iPhone 7plus had 100% battery 2 hours ago now 70%. Been with @AppleSupport since iPhone 4 I think it’s time to move on. Cheaply made now.","iPhone 7plus had 100% battery 2 hours ago now 70%. Been with <USER> since iPhone 4 I think it’s time to move on. Cheaply made now.","battery_power_issue",1,"@388833 Let us help out. Which iOS version are you running? Also, let's try a few steps here: https://t.co/bivpdfBNJ6","","pending","",""
"gold_163","2076394","conv_AppleSupport_2076394","Thanks @115858 for the iOS 11 update. It sucks. My phone freezes ALL the time. And the screen brightness adjustment sucks. 🤘😞","Thanks <USER> for the iOS 11 update. It sucks. My phone freezes ALL the time. And the screen brightness adjustment sucks. 🤘😞","software_update_problem",1,"@614100 We'd like to take a closer look at what's happening. DM us with what type of iPhone you're using to begin. https://t.co/GDrqU22YpT","","pending","",""
"gold_164","1695999","conv_AppleSupport_1695999","@115858, WTF is with capitalizing all the autocorrect words? So Dumb. Fo Real.","<USER>, WTF is with capitalizing all the autocorrect words? So Dumb. Fo Real.","keyboard_typing_issue",0,"@514532 We want to help you out with this. Which iOS version are you running? Meet us over in DM, and we’ll take a look with you. https://t.co/GDrqU22YpT","","pending","",""
"gold_165","2985076","conv_AppleSupport_2985076","@AppleSupport i FaceTimed my mate everyday and now when I go to ft him it won’t connect but it connects with everyone else????","<USER> i FaceTimed my mate everyday and now when I go to ft him it won’t connect but it connects with everyone else????","general_device_support",5,"@823118 DM us using the link below and let us know which device you're using with FaceTime. https://t.co/GDrqU22YpT","","pending","",""
"gold_166","1798749","conv_AppleSupport_1798749","@AppleSupport On Apple TV, how do I get to the Now Playing screen in the Music app?","<USER> On Apple TV, how do I get to the Now Playing screen in the Music app?","display_touch_issue",5,"@515715 Thanks for reaching out! For this particular issues, reach out to our Apple TV Advisors here: https://t.co/IBIY3vMgPj https://t.co/GDrqU22YpT","","pending","",""
"gold_167","1470847","conv_AppleSupport_1470847","Neat. My @AppleSupport phone call ended abruptly","Neat. My <USER> phone call ended abruptly","general_device_support",2,"@461409 If you're still unable to reach out to them, we're happy to help here. Let us know what's going on and we can go from there.","","pending","",""
"gold_168","2438480","conv_AppleSupport_2438480","@AppleSupport my fingerprint ID isn’t working. Plz fix","<USER> my fingerprint ID isn’t working. Plz fix","general_device_support",0,"@699437 We're here to help. Are you setting up a new Touch ID or attempting to use an existing Touch ID?","","pending","",""
"gold_169","1702100","conv_AppleSupport_1702100","@115858 fix this fucking question mark exclamation shit before I️ get a tracfone","<USER> fix this fucking question mark exclamation shit before I️ get a tracfone","keyboard_typing_issue",0,"@516071 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz","","pending","",""
"gold_170","2714151","conv_AppleSupport_2714151","@AppleSupport how can my phone charge without telling me it's charging?","<USER> how can my phone charge without telling me it's charging?","battery_power_issue",2,"@761932 Hi there! Can you give us a bit more info as to what you mean? Let us know in a DM. https://t.co/GDrqU22YpT","","pending","",""
"gold_171","2731333","conv_AppleSupport_2731333","Dear @115858 
I love my iPhone &amp; all its features. I think the Hey Siri feature should unlock your phone. Kinda sucks when I’m trying to show off the Hey Siri feature or just use it in general &amp; I still have to touch my phone. Please change. 
             Longtime iPhone Customer.","Dear <USER> I love my iPhone &amp; all its features. I think the Hey Siri feature should unlock your phone. Kinda sucks when I’m trying to show off the Hey Siri feature or just use it in general &amp; I still have to touch my phone. Please change. Longtime iPhone Customer.","display_touch_issue",2,"@765686 Thanks for reaching out to us. We truly value your input. Please use the following link to provide us with feedback and/or suggestions: https://t.co/ODFtc9V7Tq","","pending","",""
"gold_172","1979246","conv_AppleSupport_1979246","@AppleSupport Hey there, there is an issue with 3D touch on the calendar app. Only happens if there is a location on the event. https://t.co/YclkfXlfaL","<USER> Hey there, there is an issue with 3D touch on the calendar app. Only happens if there is a location on the event. <URL>","display_touch_issue",5,"@585964 We'll be happy to help with this. To start, which iOS version is your iPhone running? Let us know in DM, and we'll meet you there. https://t.co/GDrqU22YpT","","pending","",""
"gold_173","619502","conv_AppleSupport_619502","Hey @115858 @AppleSupport we need a lil favour. Safari 11.0.1 &amp; it’s relationship with High Sierra needs to be fixed. Many people are having multiple problems since the High Sierra update, specific sites are not loading. Multiple community posts have not fixed problem. Please help","Hey <USER> <USER> we need a lil favour. Safari 11.0.1 &amp; it’s relationship with High Sierra needs to be fixed. Many people are having multiple problems since the High Sierra update, specific sites are not loading. Multiple community posts have not fixed problem. Please help","mac_software_issue",5,"@267012 We're happy to help. Send us a DM, and we'll take a closer look at the issues you're experiencing with Safari there. https://t.co/GDrqU22YpT","","pending","",""
"gold_174","1849594","conv_AppleSupport_1849594","The latest iOS update has shrunk my screen, made my WiFi connection go slower, reduced my battery life and memory space. Cheers @115858","The latest iOS update has shrunk my screen, made my WiFi connection go slower, reduced my battery life and memory space. Cheers <USER>","battery_power_issue",1,"@122601 We're here for you. Send us a DM with more details of what's happening, and your iOS version, and we'll go from there: https://t.co/GDrqU22YpT","","pending","",""
"gold_175","767","conv_AppleSupport_767","I just need @115858 to do something about the battery life because it sucks ass","I just need <USER> to do something about the battery life because it sucks ass","battery_power_issue",1,"@115871 We want to help you get your battery life back on track. Please DM and we'll look at it together. https://t.co/GDrqU22YpT","","pending","",""
"gold_176","2726855","conv_AppleSupport_2726855","@AppleSupport my iPhone 8 Plus, while on the QI charger won’t charge above 81%.","<USER> my iPhone 8 Plus, while on the QI charger won’t charge above 81%.","battery_power_issue",1,"@450014 Thanks for reaching out to us about charging your iPhone. We certainly understand that's important to have working right &amp; we'll do all we can to help. Tell us which iOS version is installed &amp; what charger you're using. Does this happen with other chargers too?","","pending","",""
"gold_177","1709202","conv_AppleSupport_1709202","My IPhone glitch is that it won’t stay connected to any WiFi. @AppleSupport ?","My IPhone glitch is that it won’t stay connected to any WiFi. <USER> ?","hardware_audio_connection_issue",2,"@517906 We're here to help and get you connected. In this scenario, check out: https://t.co/sXbhzfS2lM and keep us posted.","","pending","",""
"gold_178","2569232","conv_AppleSupport_2569232","Took my phone off the charger 4 minutes ago, I’m already at 22%. Wtf @115858?","Took my phone off the charger 4 minutes ago, I’m already at 22%. Wtf <USER>?","battery_power_issue",2,"@728702  We can help? What device do you own? Are you charging with an official Apple cable &amp; adapter?","","pending","",""
"gold_179","1750402","conv_AppleSupport_1750402","Dear @115858 @AppleSupport who in the world would want to type weird symbols instead of speak in first person?","Dear <USER> <USER> who in the world would want to type weird symbols instead of speak in first person?","keyboard_typing_issue",0,"@527503 We can assist you. We recommend the following steps available in this guide: https://t.co/xXaXeeSRt9","","pending","",""
"gold_180","2079653","conv_AppleSupport_2079653",".@115858 battery and velocity of my iPhone 6 really sucks / batería y velocidad de mi iPhone 6 con el iOS 11 realmente apestan #iOS11 #fail",".<USER> battery and velocity of my iPhone 6 really sucks / batería y velocidad de mi iPhone 6 con el iOS 11 realmente apestan #iOS11 #fail","battery_power_issue",1,"@615063 We'd be happy to take a look!  To begin, DM us which iOS version you're currently on and we'll go from there: https://t.co/GDrqU22YpT","","pending","",""
"gold_181","427838","conv_AppleSupport_427838",". @115858 my laptop not letting me use my keyboard or mouse.... y’all need to help me out",". <USER> my laptop not letting me use my keyboard or mouse.... y’all need to help me out","keyboard_typing_issue",5,"@216742 We can help, of course! Which MacBook are you using? Are you getting any alerts about your connected mouse or keyboard?","","pending","",""
"gold_182","325484","conv_AppleSupport_325484","@AppleSupport hi, i update to Hugh Sierra but install stuck on progress bar for 2 days, so i power off my Mbp and now impossible tu update, everytime i return to recovery boot menu 😭😭😭it’s been 4 days i try... think my Mbp is dead 😭😭😭","<USER> hi, i update to Hugh Sierra but install stuck on progress bar for 2 days, so i power off my Mbp and now impossible tu update, everytime i return to recovery boot menu 😭😭😭it’s been 4 days i try... think my Mbp is dead 😭😭😭","mac_software_issue",5,"@193531 We're here for you. What happens when you try to reinstall macOS from recovery?","","pending","",""
"gold_183","1982451","conv_AppleSupport_1982451","@AppleSupport I already have a subscription to Apple music, so why does it keep showing me this each time I try playing a song ? https://t.co/MHWw7tKjUo","<USER> I already have a subscription to Apple music, so why does it keep showing me this each time I try playing a song ? <URL>","billing_purchase_issue",5,"@586809 Let's check into this together. Have you confirmed you're still signed in? If so, DM us which iOS version is installed: https://t.co/GDrqU22YpT","","pending","",""
"gold_184","682047","conv_AppleSupport_682047","So, @AppleSupport just isn’t going to fix this “I️” glitch, huh?","So, <USER> just isn’t going to fix this “I️” glitch, huh?","general_device_support",0,"@282770 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9","","pending","",""
"gold_185","2472935","conv_AppleSupport_2472935","@AppleSupport when I try to remove my credit card off my iTunes account it doesn't let me save the changes it says an unknown error has occurred; I would like to remove my credit card please!","<USER> when I try to remove my credit card off my iTunes account it doesn't let me save the changes it says an unknown error has occurred; I would like to remove my credit card please!","billing_purchase_issue",4,"@692856 We'd like to look into that with you. What type of device are you using to try and update your payment information? Please let us know in DM. https://t.co/GDrqU22YpT","","pending","",""
"gold_186","1637076","conv_AppleSupport_1637076","@AppleSupport so why can’t I️ see the letter I️ on my phone when it’s by itself","<USER> so why can’t I️ see the letter I️ on my phone when it’s by itself","keyboard_typing_issue",0,"@500689 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9","","pending","",""
"gold_187","2952380","conv_AppleSupport_2952380","@AppleSupport Just FYI, I’ve received 10 robocalls since yesterday, which claim my Apple account has been compromised. Caller ID reads “Apple Computer”. I’ve saved the audio recording if you want it.","<USER> Just FYI, I’ve received 10 robocalls since yesterday, which claim my Apple account has been compromised. Caller ID reads “Apple Computer”. I’ve saved the audio recording if you want it.","hardware_audio_connection_issue",4,"@815212 That'll be great, thank you. Use the information in this article to block that phone number, and to send that recording to us in an email: https://t.co/NPfL8Ad0w0","","pending","",""
"gold_188","307313","conv_AppleSupport_307313","@115858 @AppleSupport the dongle for iPhone 7 was poorly executed (audio not edited) https://t.co/EdrDw3Ipbp","<USER> <USER> the dongle for iPhone 7 was poorly executed (audio not edited) <URL>","hardware_audio_connection_issue",2,"@170956 We'd love to look into this with you, and do our best to help. Can you tell us more about what you mean by ""the dongle""?","","pending","",""
"gold_189","1239005","conv_AppleSupport_1239005","@AppleSupport Why isn‘t it possible to change the e-mail adress from my AppleID? Was created with gmail, now i want only icloud.","<USER> Why isn‘t it possible to change the e-mail adress from my AppleID? Was created with gmail, now i want only icloud.","account_access_issue",4,"@410625 We know how important your Apple ID is and we'd like to help. Please take a look at this article: https://t.co/xuZEqdPMFW","","pending","",""
"gold_190","2297834","conv_AppleSupport_2297834","@115858 there’s been a problem with my sisters iPhone 7 like it won’t turn on or nothing even though it’s  good charged, has not been dropped","<USER> there’s been a problem with my sisters iPhone 7 like it won’t turn on or nothing even though it’s good charged, has not been dropped","billing_purchase_issue",2,"@667037 Send us a DM please. Let us know the country you're located in, and we'll start looking into options with you. https://t.co/GDrqU22YpT","","pending","",""
"gold_191","1587417","conv_AppleSupport_1587417","Hi @AppleSupport my c3yo iPad Air died. Tried restore as per website, error msg now MacBook can’t detect at all. Any ideas? Take to Store?","Hi <USER> my c3yo iPad Air died. Tried restore as per website, error msg now MacBook can’t detect at all. Any ideas? Take to Store?","mac_software_issue",5,"@488285 We can certainly work on that iPad with you. So we've got the right steps in mind for you, do you recall that error message?","","pending","",""
"gold_192","2298603","conv_AppleSupport_2298603","@115858 I am facing issues with my apple id recovery process. I am having two factor authentication enabled on my phone. when i submitted a request to recover my password , I receieved an email saying that password will be recovered in six days. help me pls","<USER> I am facing issues with my apple id recovery process. I am having two factor authentication enabled on my phone. when i submitted a request to recover my password , I receieved an email saying that password will be recovered in six days. help me pls","account_access_issue",4,"@667220 You'll want to reach out to our Account Security team to have this looked into. You can reach them here: https://t.co/IBIY3vMgPj","","pending","",""
"gold_193","2347699","conv_AppleSupport_2347699","Cannot get our @16487  to work with @115858 TV. It shows we do not have a subscription (works on PC and iPad). No help from either @16487  or @115858. Very frustrating.","Cannot get our <USER> to work with <USER> TV. It shows we do not have a subscription (works on PC and iPad). No help from either <USER> or <USER>. Very frustrating.","billing_purchase_issue",5,"@678722 You can get help with Apple TV issues here.  https://t.co/IBIY3vMgPj","","pending","",""
"gold_194","2117127","conv_AppleSupport_2117127","@AppleSupport I️ would appreciate it if we could fix why when I️ type “I️” it autocorrects to something very far off from I️. https://t.co/3nXR8hRk3j","<USER> I️ would appreciate it if we could fix why when I️ type “I️” it autocorrects to something very far off from I️. <URL>","keyboard_typing_issue",0,"@623998 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9","","pending","",""
"gold_195","2256227","conv_AppleSupport_2256227","@118721 @115858 @AppleSupport is there a reason why i can't complete my album for reputation? I have purchased 3 of the songs, but the price hasn't changed from full price. Before it was released, the preorder showed a lower price for purchasing some in advance. What happened?","<USER> <USER> <USER> is there a reason why i can't complete my album for reputation? I have purchased 3 of the songs, but the price hasn't changed from full price. Before it was released, the preorder showed a lower price for purchasing some in advance. What happened?","billing_purchase_issue",4,"@657133 Did you pre-order the album? Let us know and we'll take a look with you.","","pending","",""
"gold_196","1406223","conv_AppleSupport_1406223","@115858 still having the word problem, auto correct changing is to I.S ?! #iOS11 #autocorrect","<USER> still having the word problem, auto correct changing is to I.S ?! #iOS11 #autocorrect","keyboard_typing_issue",0,"@132788 Let us look into that with you. What iOS device are you using? DM us back, we'll continue there. https://t.co/GDrqU22YpT","","pending","",""
"gold_197","822743","conv_AppleSupport_822743","@AppleSupport hi. So i hv problems. Applesupport sent me an email abt 1 month ago saying there is somebody trying to sign in to my account —","<USER> hi. So i hv problems. Applesupport sent me an email abt 1 month ago saying there is somebody trying to sign in to my account —","account_access_issue",5,"@315980 Let's look at this together. Please DM us. https://t.co/GDrqU22YpT","","pending","",""
"gold_198","584824","conv_AppleSupport_584824","@AppleSupport Can I use my wired  printer  having USB on my MacBook pro which has  has c type?..Pls suggest if USB hub and c-type to USB female will work for it?","<USER> Can I use my wired printer having USB on my MacBook pro which has has c type?..Pls suggest if USB hub and c-type to USB female will work for it?","mac_software_issue",5,"@118356 The configuration you've described will work just fine, however if you'd like to avoid using a hub, you could also opt to purchase a USB-B to USB-C cable instead to connect your printer directly to your MacBook Pro.","","pending","",""
"gold_199","1531303","conv_AppleSupport_1531303","What is going with this fuckin bug @115858 ?! I keeps changing into a damn question mark box. Fix the shit.","What is going with this fuckin bug <USER> ?! I keeps changing into a damn question mark box. Fix the shit.","keyboard_typing_issue",0,"@475056 We've got your back. Which iOS version are you running? Please reply with a DM. https://t.co/GDrqU22YpT","","pending","",""
"gold_200","1156325","conv_AppleSupport_1156325","Hi @AppleSupport, 
How much is 9.7inch cellular+wifi IPAD?","Hi <USER>, How much is 9.7inch cellular+wifi IPAD?","hardware_audio_connection_issue",4,"@392004 We'd be happy to take a look for you!  Can you tell us what country you're located in?  Also, check out: https://t.co/maN6wOXGev","","pending","",""
