conversation_id,tweet_id,original_text,normalized_text,cluster_id
conv_AppleSupport_2515960,2515960,@AppleSupport yo wtf I updated my phone last night and I lost all of my music 2000 songs yo wtf,<USER> yo wtf I updated my phone last night and I lost all of my music 2000 songs yo wtf,6
conv_AppleSupport_2709991,2709991,@AppleSupport could’ve sworn this dumb ass “ i️ “ shit was fixed.,<USER> could’ve sworn this dumb ass “ i️ “ shit was fixed.,0
conv_AppleSupport_2320604,2320604,"@AppleSupport why is my IPhone X taking worse photos than a IPhone 7? And all my photos are fuzzy/blurry, and when you zoom in on the photo it clears up, but when you go back to the photos normal state its fuzzy again. I need help","<USER> why is my IPhone X taking worse photos than a IPhone 7? And all my photos are fuzzy/blurry, and when you zoom in on the photo it clears up, but when you go back to the photos normal state its fuzzy again. I need help",2
conv_AppleSupport_26693,26693,You’ve gone to far @115858 I️ need to be able use I️ with this shit going on. I️ do not approve.,You’ve gone to far <USER> I️ need to be able use I️ with this shit going on. I️ do not approve.,0
conv_AppleSupport_2944434,2944434,@AppleSupport latest OS has stopped InDesign CS3 working. Java  updates no effect. Any ideas?,<USER> latest OS has stopped InDesign CS3 working. Java updates no effect. Any ideas?,5
conv_AppleSupport_1983030,1983030,@AppleSupport so my iPhone is showing an A and a box with a ? mark when I️ type I️. And when I️ type it ... it’s I️.T.,<USER> so my iPhone is showing an A and a box with a ? mark when I️ type I️. And when I️ type it ... it’s I️.T.,0
conv_AppleSupport_1049017,1049017,"@115858 is really starting to blow me, I can't download free apps cause my card is getting declined, how?! The app is free!!! I can't even download stuff I've already purchased?!?!? @AppleSupport","<USER> is really starting to blow me, I can't download free apps cause my card is getting declined, how?! The app is free!!! I can't even download stuff I've already purchased?!?!? <USER>",4
conv_AppleSupport_1882717,1882717,Terrible app launch time on my 6 plus...iOS 11 is the worst update ever installed on my iPhone ... slow and sluggish as hell.. @115858,Terrible app launch time on my 6 plus...iOS 11 is the worst update ever installed on my iPhone ... slow and sluggish as hell.. <USER>,1
conv_AppleSupport_1920136,1920136,"@AppleSupport the new IOS update is dreadful, so many bugs. Sort it out lads","<USER> the new IOS update is dreadful, so many bugs. Sort it out lads",3
conv_AppleSupport_1606759,1606759,@AppleSupport text is hidden by keyboard when I type in safari on iOS 11.1,<USER> text is hidden by keyboard when I type in safari on iOS 11.1,3
conv_AppleSupport_2731463,2731463,@AppleSupport is it possible to use Bootcamp to boot Windows from an external hard drive?,<USER> is it possible to use Bootcamp to boot Windows from an external hard drive?,5
conv_AppleSupport_388911,388911,"@AppleSupport Since downloading iOS 11.0.2 my phone is constantly freezing, I can’t hear/be heard on calls, and my battery is bleeding out.","<USER> Since downloading iOS 11.0.2 my phone is constantly freezing, I can’t hear/be heard on calls, and my battery is bleeding out.",1
conv_AppleSupport_652196,652196,I think my iPhone has a virus @AppleSupport,I think my iPhone has a virus <USER>,2
conv_AppleSupport_2516093,2516093,@AppleSupport ever since I updated to 11.1.1 my phone has been crap. I can’t even make calls. #Help,<USER> ever since I updated to 11.1.1 my phone has been crap. I can’t even make calls. #Help,6
conv_AppleSupport_1807823,1807823,I’ve gotta say that @115858’s iOS 11 is now getting better. @AppleSupport But it’s sad to say that no fix for homescreen 3D Touch lag issue.,I’ve gotta say that <USER>’s iOS 11 is now getting better. <USER> But it’s sad to say that no fix for homescreen 3D Touch lag issue.,3
conv_AppleSupport_2060859,2060859,"And as I started believing in perfection...@115858 rolled out IOS 11
#itsucks",And as I started believing in perfection...<USER> rolled out IOS 11 #itsucks,3
conv_AppleSupport_2937354,2937354,"@115858 y’all need to get it together with these software updates, ever since I updated my phone works when it wants to. 😒","<USER> y’all need to get it together with these software updates, ever since I updated my phone works when it wants to. 😒",6
conv_AppleSupport_857908,857908,@AppleSupport i want a Apple Watch 3 an di have an Apple Watch 1 can i change it paying lees,<USER> i want a Apple Watch 3 an di have an Apple Watch 1 can i change it paying lees,4
conv_AppleSupport_1377754,1377754,@AppleSupport why does my new iPhone 8 randomly restart every couple of days? #idk #help #newphonewhodis? https://t.co/Gs2GQNTSKU,<USER> why does my new iPhone 8 randomly restart every couple of days? #idk #help #newphonewhodis? <URL>,2
conv_AppleSupport_583674,583674,I deposited money into my account today and i checked my balance rn and it still says I have 90 cents in my card wtf ibc,I deposited money into my account today and i checked my balance rn and it still says I have 90 cents in my card wtf ibc,4
conv_AppleSupport_53016,53016,@115858 my iPhone is broken. I is a question mark in a box,<USER> my iPhone is broken. I is a question mark in a box,2
conv_AppleSupport_1397339,1397339,@AppleSupport 11.0.3 update made my phone worse,<USER> 11.0.3 update made my phone worse,6
conv_AppleSupport_308937,308937,@AppleSupport how can I get rid of the spots on the back of my phone https://t.co/ApvNBhBzCA,<USER> how can I get rid of the spots on the back of my phone <URL>,2
conv_AppleSupport_594617,594617,"@115858 @AppleSupport can you please seriously sort out older iPhone compatibilities with the latest iOS? Battery life is shockingly awful, having to charge 3-4 times daily &amp; battery dies at 40%, then straight back up to 40% as soon as plugged in! #Ridiculous 🤬🤬","<USER> <USER> can you please seriously sort out older iPhone compatibilities with the latest iOS? Battery life is shockingly awful, having to charge 3-4 times daily &amp; battery dies at 40%, then straight back up to 40% as soon as plugged in! #Ridiculous 🤬🤬",1
conv_AppleSupport_2464878,2464878,"@AppleSupport Why won’t my #ApplePencil pair or charge with my iPad Pro now after I downloaded latest software?  Answers, please.","<USER> Why won’t my #ApplePencil pair or charge with my iPad Pro now after I downloaded latest software? Answers, please.",4
conv_AppleSupport_953192,953192,"@115858 you’re fixing to lose a 20+ yr customer, bc your service/repair department messed up &amp; can’t/won’t offer service of equal value.","<USER> you’re fixing to lose a 20+ yr customer, bc your service/repair department messed up &amp; can’t/won’t offer service of equal value.",4
conv_AppleSupport_1765902,1765902,@115858 fix I️t pls my prof prob thinks I’m nuts https://t.co/8IZcc8ebv8,<USER> fix I️t pls my prof prob thinks I’m nuts <URL>,7
conv_AppleSupport_2276954,2276954,"@115858 I'm confused as to why I have to update my phone to fix a problem that just appeared out of nowhere, I never had ios11","<USER> I'm confused as to why I have to update my phone to fix a problem that just appeared out of nowhere, I never had ios11",3
conv_AppleSupport_2269960,2269960,.@AppleSupport When can we expect an update for iOS 11.1.2 to stop our phones randomly restarting? Mine is restarting 3-4 times a day.............,.<USER> When can we expect an update for iOS 11.1.2 to stop our phones randomly restarting? Mine is restarting 3-4 times a day.............,3
conv_AppleSupport_1655060,1655060,@115858 I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I I️ I️ I️ I️ I️ I️ hate you. Right now. #iphoneglitch https://t.co/gc2KgQJg6v,<USER> I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I I️ I️ I️ I️ I️ I️ hate you. Right now. #iphoneglitch <URL>,2
conv_AppleSupport_2915936,2915936,@AppleSupport is there something wrong with iMessage? I was on iOS 11 PB 4 and it wasn’t working so I went to PB 5. Still broken. Any help?,<USER> is there something wrong with iMessage? I was on iOS 11 PB 4 and it wasn’t working so I went to PB 5. Still broken. Any help?,3
conv_AppleSupport_1451574,1451574,@115858 WTF did you just do with the batterie? Never tought id have to go samsung...,<USER> WTF did you just do with the batterie? Never tought id have to go samsung...,2
conv_AppleSupport_583566,583566,@115858 fixes the #ibug and now we have the I.T bug.,<USER> fixes the #ibug and now we have the I.T bug.,0
conv_AppleSupport_361768,361768,@AppleSupport my phone was messing up so I turned it off and on and saw that 1000 of my photos have just disappeared?????????? Wtf???? https://t.co/EheK86jATF,<USER> my phone was messing up so I turned it off and on and saw that 1000 of my photos have just disappeared?????????? Wtf???? <URL>,2
conv_AppleSupport_2742987,2742987,"@AppleSupport Hi i havent been getting notifications when I recieve messages and I know they’re on, help!","<USER> Hi i havent been getting notifications when I recieve messages and I know they’re on, help!",5
conv_AppleSupport_2555396,2555396,"Meu #Iphone7PlusRed tava zerado em #Bateria mas quando fui colocar para carregar, já veio em 31% de carga e olha que tava desligado sem #Carga @AppleSupport @115858 #Brazil 🇧🇷 #Brasil #Apple 🍎 #IOS 11.1.1 🤬 https://t.co/QUKKe2Xvfw","Meu #Iphone7PlusRed tava zerado em #Bateria mas quando fui colocar para carregar, já veio em 31% de carga e olha que tava desligado sem #Carga <USER> <USER> #Brazil 🇧🇷 #Brasil #Apple 🍎 #IOS 11.1.1 🤬 <URL>",4
conv_AppleSupport_2911801,2911801,"|@AppleSupport, Am guessing my cellphone is still being tracked improperly. Am walking in Toronto, Ontario, at the moment.","|<USER>, Am guessing my cellphone is still being tracked improperly. Am walking in Toronto, Ontario, at the moment.",2
conv_AppleSupport_63327,63327,"@115858 @AppleSupport listen, y’all fixed the I thing. Thanks. But can y’all do something about me not being able to type I.T without I.T looking like this. FYI. I’m trying to type “it”","<USER> <USER> listen, y’all fixed the I thing. Thanks. But can y’all do something about me not being able to type I.T without I.T looking like this. FYI. I’m trying to type “it”",0
conv_AppleSupport_1338921,1338921,@AppleSupport  I don’t think that this e-mail has sent by apple? Please confirm it. Thanx. https://t.co/pAlSAikPQz,<USER> I don’t think that this e-mail has sent by apple? Please confirm it. Thanx. <URL>,4
conv_AppleSupport_662798,662798,@115858 FIX MY NOTE APP.,<USER> FIX MY NOTE APP.,0
conv_AppleSupport_735958,735958,.@115858 fix your battery issues on ios11 otherwise I'll be forced to get a Pixel (please do internal tests for these things before release),.<USER> fix your battery issues on ios11 otherwise I'll be forced to get a Pixel (please do internal tests for these things before release),1
conv_AppleSupport_850407,850407,Nice one @115858 for updating my 📱 and making it barely usable. I know your game. Luckily I’m stubborn so no I won’t be buying an iPhone 8 😂,Nice one <USER> for updating my 📱 and making it barely usable. I know your game. Luckily I’m stubborn so no I won’t be buying an iPhone 8 😂,2
conv_AppleSupport_2065580,2065580,"Hey @AppleSupport if I promise to get a new Apple Watch instead of new phone upgrade, will you please let my phone stop acting up? Lol","Hey <USER> if I promise to get a new Apple Watch instead of new phone upgrade, will you please let my phone stop acting up? Lol",2
conv_AppleSupport_1807887,1807887,my mom expects me home at 2 and so sam and I set 3 alarms so we’d wake up in time and THEY NEVER WENT OFF!!!! @115858 fix it,my mom expects me home at 2 and so sam and I set 3 alarms so we’d wake up in time and THEY NEVER WENT OFF!!!! <USER> fix it,5
conv_AppleSupport_2288331,2288331,so over 7k photos/videos have disappeared from my phone and i think it happened after i updated to the new iOS.. help @AppleSupport ??,so over 7k photos/videos have disappeared from my phone and i think it happened after i updated to the new iOS.. help <USER> ??,2
conv_AppleSupport_1751446,1751446,Yo @115858 your keyboard can autocorrect “nsync” to  *NSYNC but you can’t push out a fix for the I issue??,Yo <USER> your keyboard can autocorrect “nsync” to *NSYNC but you can’t push out a fix for the I issue??,3
conv_AppleSupport_301562,301562,@AppleSupport @187939 ICloud has been hacked by a very sick person. PLEASE PLEASE help her get it back immediately. I love u Amy!,<USER> <USER> ICloud has been hacked by a very sick person. PLEASE PLEASE help her get it back immediately. I love u Amy!,4
conv_AppleSupport_2939046,2939046,This new iPhone update is KILLING my battery. @115858 I used to have to charge once before bed now my phone is dying like 3 times a day!,This new iPhone update is KILLING my battery. <USER> I used to have to charge once before bed now my phone is dying like 3 times a day!,1
conv_AppleSupport_1683500,1683500,yo @115858 when you planning on fixing this i️ issue,yo <USER> when you planning on fixing this i️ issue,0
conv_AppleSupport_2142340,2142340,"- wowwww @115858 , fix this fucking shit ! Me don’t wanna have to talk in 3rd person cause y’all can’t get y’all damn eyes right !!","- wowwww <USER> , fix this fucking shit ! Me don’t wanna have to talk in 3rd person cause y’all can’t get y’all damn eyes right !!",0
conv_AppleSupport_1642394,1642394,"Ever since iOS 11 update. My phone has been playing up! What’s going on @115858 ?
#applesoftwaredowngrade 🤦🏽‍♂️",Ever since iOS 11 update. My phone has been playing up! What’s going on <USER> ? #applesoftwaredowngrade 🤦🏽‍♂️,3
conv_AppleSupport_2689427,2689427,"@127271 I️ bought the @115858 IPhone X yesterday, how do I get my $250 gift card for the trade up? The associate told me to do it online but, the website says in store only. Please help.","<USER> I️ bought the <USER> IPhone X yesterday, how do I get my $250 gift card for the trade up? The associate told me to do it online but, the website says in store only. Please help.",4
conv_AppleSupport_1574360,1574360,"Hey @115858, what’s with all the keyboard glitches","Hey <USER>, what’s with all the keyboard glitches",0
conv_AppleSupport_1906417,1906417,@AppleSupport fed up with iOS 11.0.3 on iPhone 7 battery drain tooo fast #help #support #CustomerCare,<USER> fed up with iOS 11.0.3 on iPhone 7 battery drain tooo fast #help #support #CustomerCare,1
conv_AppleSupport_1049004,1049004,Dear @115858 I updated my phone and now it’s a piece of shit please fix it. Thank you.,Dear <USER> I updated my phone and now it’s a piece of shit please fix it. Thank you.,6
conv_AppleSupport_1151006,1151006,@AppleSupport Le capteur de proximité ne marche pas sur l'iPhone lorsqu'on récupère un appel initié depuis l'#AppleWatch,<USER> Le capteur de proximité ne marche pas sur l'iPhone lorsqu'on récupère un appel initié depuis l'#AppleWatch,4
conv_AppleSupport_1642651,1642651,I️ Apple update is fucked up what is this question mark shit,I️ Apple update is fucked up what is this question mark shit,6
conv_AppleSupport_301129,301129,All this new iPhone update does is make my phone freeze every 5 minutes. Sort it out @115858,All this new iPhone update does is make my phone freeze every 5 minutes. Sort it out <USER>,6
conv_AppleSupport_255117,255117,@115858 battery life on iPhone 7 is terrible after latest iOS update!! Even with all the suggestions to improve,<USER> battery life on iPhone 7 is terrible after latest iOS update!! Even with all the suggestions to improve,1
conv_AppleSupport_2557246,2557246,@115858 @AppleSupport My iPhone 6 is changing all of my “i” to “A ?”. I️ fixed it by using a text replacement but is there a better fix?,<USER> <USER> My iPhone 6 is changing all of my “i” to “A ?”. I️ fixed it by using a text replacement but is there a better fix?,0
conv_AppleSupport_2752695,2752695,I'm about to file a lawsuit against @115858 . Why am I being charged $8 every 7 days for something  I never authorized.  #mad #sueapple this is the second time. 😡😡😡 #confused #refundmymoney,I'm about to file a lawsuit against <USER> . Why am I being charged $8 every 7 days for something I never authorized. #mad #sueapple this is the second time. 😡😡😡 #confused #refundmymoney,4
conv_AppleSupport_1849324,1849324,@AppleSupport My phone 6 plus starts continuust tone as soon as I start dailing a number. What to do. This started after IOS11,<USER> My phone 6 plus starts continuust tone as soon as I start dailing a number. What to do. This started after IOS11,2
conv_AppleSupport_559075,559075,@AppleSupport how come when I try to download a song on Apple Music it doesn’t download and I have to close the app and restart it? It shows I still have space on my phone.,<USER> how come when I try to download a song on Apple Music it doesn’t download and I have to close the app and restart it? It shows I still have space on my phone.,5
conv_AppleSupport_1136333,1136333,@AppleSupport we have a problem and it's causing me stress,<USER> we have a problem and it's causing me stress,0
conv_AppleSupport_193653,193653,"Why @115858 ? Why does my navigation app have the need to do an automatic update mid route?
😒😒😒",Why <USER> ? Why does my navigation app have the need to do an automatic update mid route? 😒😒😒,7
conv_AppleSupport_1181840,1181840,"@AppleSupport 
Downloaded iPad upgrade.
MAJOR problem when typing and use numbers.
UNDO button TOO CLOSE to space bar!

Having to re-type!",<USER> Downloaded iPad upgrade. MAJOR problem when typing and use numbers. UNDO button TOO CLOSE to space bar! Having to re-type!,3
conv_AppleSupport_2154602,2154602,@AppleSupport I️ never want to upgrade my iTunes but I️ do want my keyboard to be functional. Thanks.,<USER> I️ never want to upgrade my iTunes but I️ do want my keyboard to be functional. Thanks.,4
conv_AppleSupport_2545542,2545542,Man I️ can’t wait to trade in this piece of crap iPhone for an Android @115858 I️ I️ I️ ⁉️⁉️⁉️,Man I️ can’t wait to trade in this piece of crap iPhone for an Android <USER> I️ I️ I️ ⁉️⁉️⁉️,2
conv_AppleSupport_1059706,1059706,Why does it keep saying this every time I want to log in. I already tried resetting the security questions and this happens @AppleSupport https://t.co/a6ewxDxhUZ,Why does it keep saying this every time I want to log in. I already tried resetting the security questions and this happens <USER> <URL>,7
conv_AppleSupport_2456160,2456160,@AppleSupport what’s up with the |?| everywhere ! Did y’all find the answer yet ?,<USER> what’s up with the |?| everywhere ! Did y’all find the answer yet ?,0
conv_AppleSupport_1973646,1973646,@AppleSupport iOS 11.0.3 is kaput ! Even What’s App is fanivefa 😂😂😂 https://t.co/ExDCYTJ5rY,<USER> iOS 11.0.3 is kaput ! Even What’s App is fanivefa 😂😂😂 <URL>,3
conv_AppleSupport_2795918,2795918,Thank you @115858 for these useful new emoji that came with the updated 🧟‍♂️🧜🏿‍♀️🤲🧟‍♂️🤯🧚🏽‍♂️🤩🧞‍♂️ in addition my iphone isn’t working anymore,Thank you <USER> for these useful new emoji that came with the updated 🧟‍♂️🧜🏿‍♀️🤲🧟‍♂️🤯🧚🏽‍♂️🤩🧞‍♂️ in addition my iphone isn’t working anymore,6
conv_AppleSupport_2081429,2081429,"@AppleSupport Is Mail in Service available for iPhone Smart Battery case, or only in store genius bar?","<USER> Is Mail in Service available for iPhone Smart Battery case, or only in store genius bar?",4
conv_AppleSupport_2015096,2015096,This @115858 keyboard glitch on the new IOS is super annoying.,This <USER> keyboard glitch on the new IOS is super annoying.,3
conv_AppleSupport_2185356,2185356,Will be in 3rd person until @115858 fix my phone....T’arika will be T’arika.,Will be in 3rd person until <USER> fix my phone....T’arika will be T’arika.,2
conv_AppleSupport_2013187,2013187,@AppleSupport I️ ?????,<USER> I️ ?????,0
conv_AppleSupport_1340817,1340817,i finally updated my mac. it should've updated to High Sierra but it updated to El Capitan so wtf @115858?,i finally updated my mac. it should've updated to High Sierra but it updated to El Capitan so wtf <USER>?,5
conv_AppleSupport_2525513,2525513,@AppleSupport i am not paying $9.99 a month just for the apple music app to not work.,<USER> i am not paying $9.99 a month just for the apple music app to not work.,4
conv_AppleSupport_1170846,1170846,"@AppleSupport you not honest about Siri listening. Shocked to see I have to turn every app off myself, to see extent","<USER> you not honest about Siri listening. Shocked to see I have to turn every app off myself, to see extent",2
conv_AppleSupport_553627,553627,"@AppleSupport 
I replaced the GPU on my MBP Late 2011 in 2015 under warranty for free. Well, you solved my problem for some time. And now it happened again. As I know there in no way to repair it for free second time.
I did run Apple Hardware Test but it didn't find any problems. https://t.co/91qqWnMwii","<USER> I replaced the GPU on my MBP Late 2011 in 2015 under warranty for free. Well, you solved my problem for some time. And now it happened again. As I know there in no way to repair it for free second time. I did run Apple Hardware Test but it didn't find any problems. <URL>",5
conv_AppleSupport_2981454,2981454,"@AppleSupport Hi , after i had updated my IPhone 6 to IOS 11 i had an issue which the screen gets frozen permanently , also restarting the phone does not help","<USER> Hi , after i had updated my IPhone 6 to IOS 11 i had an issue which the screen gets frozen permanently , also restarting the phone does not help",3
conv_AppleSupport_1447238,1447238,"@AppleSupport if i choose to buy icloud storage, can i use my itunes credit to pay for it?","<USER> if i choose to buy icloud storage, can i use my itunes credit to pay for it?",4
conv_AppleSupport_2504999,2504999,"OMG phone battery life is horrible even worse in the ""cold""

Does @115858 have a ""Canada"" version?","OMG phone battery life is horrible even worse in the ""cold"" Does <USER> have a ""Canada"" version?",1
conv_AppleSupport_1901454,1901454,@115858 please explain to me why my phone keeps freezing every fucking 5 minutes,<USER> please explain to me why my phone keeps freezing every fucking 5 minutes,2
conv_AppleSupport_2041648,2041648,Yo @AppleSupport when are you gonna fix this buggy ass iOS we got running? Shit is so trash I️ might convert to android,Yo <USER> when are you gonna fix this buggy ass iOS we got running? Shit is so trash I️ might convert to android,3
conv_AppleSupport_246515,246515,Heeeey my battery went from 20 to 10% in just 3 minutos and screen locked... This beta version s*cks &gt;.&lt; @AppleSupport,Heeeey my battery went from 20 to 10% in just 3 minutos and screen locked... This beta version s*cks &gt;.&lt; <USER>,1
conv_AppleSupport_2177405,2177405,@115948 @AppleSupport How can I access my apple music account if I can't receive the verification code (sim not reading on new phone)?  Can't I just verify via email?,<USER> <USER> How can I access my apple music account if I can't receive the verification code (sim not reading on new phone)? Can't I just verify via email?,4
conv_AppleSupport_1724840,1724840,Okay @115858 it’s been three days when are you fixing the I️ situation? I’ve had it.,Okay <USER> it’s been three days when are you fixing the I️ situation? I’ve had it.,0
conv_AppleSupport_261783,261783,iOS 11 battery usage is horrible. I’ve had no apps open and my phone still like 80%. Since this morning. Wtf you doing ? @115858,iOS 11 battery usage is horrible. I’ve had no apps open and my phone still like 80%. Since this morning. Wtf you doing ? <USER>,1
conv_AppleSupport_552162,552162,Did the last @115858 update destroy anyone else’s phone? Mine turns off every ten minutes now and none of my alarms went of this morning......,Did the last <USER> update destroy anyone else’s phone? Mine turns off every ten minutes now and none of my alarms went of this morning......,6
conv_AppleSupport_741680,741680,@AppleSupport both my partner and my phones mobile data is slow even when able to get 4G. Sort this out please!,<USER> both my partner and my phones mobile data is slow even when able to get 4G. Sort this out please!,2
conv_AppleSupport_2523471,2523471,@115858 what are you doing to the letter I pls help,<USER> what are you doing to the letter I pls help,0
conv_AppleSupport_328568,328568,My fucking phone keeps restarting and now it deleted all my pictures WTF @115858 this software update is ruining my life,My fucking phone keeps restarting and now it deleted all my pictures WTF <USER> this software update is ruining my life,6
conv_AppleSupport_1810629,1810629,Hey @AppleSupport iOS 11 is fantastic. Only 3 hours and the battery is almost empty. (Sarcasm) 😒 https://t.co/P80OXBMJ6D,Hey <USER> iOS 11 is fantastic. Only 3 hours and the battery is almost empty. (Sarcasm) 😒 <URL>,1
conv_AppleSupport_1467474,1467474,yo @115858 can we get a software update so I️ can stop sending clients random symbols instead of letters?😤,yo <USER> can we get a software update so I️ can stop sending clients random symbols instead of letters?😤,0
conv_AppleSupport_184477,184477,Okay @115858 When your updates start to fuck with my music we got a problem. 😤,Okay <USER> When your updates start to fuck with my music we got a problem. 😤,6
conv_AppleSupport_2006967,2006967,"@115858 My phone is eating battery life like a fuckin goat and all my friends are getting their iPhones today, another coincidence huh?","<USER> My phone is eating battery life like a fuckin goat and all my friends are getting their iPhones today, another coincidence huh?",2
conv_AppleSupport_2123246,2123246,But FR.. how long will it take @115858 to fix the freaking I️ glitch?!?!! 🤦🏼‍♀️ #getyoshittogetherapple #frustrated,But FR.. how long will it take <USER> to fix the freaking I️ glitch?!?!! 🤦🏼‍♀️ #getyoshittogetherapple #frustrated,0
conv_AppleSupport_188493,188493,Ever since upgrading to High Sierra my Mac Pro’s AirPlay connection to AppleTV breaks every time the AppleTV sleeps. @115858 #appletv  #macos,Ever since upgrading to High Sierra my Mac Pro’s AirPlay connection to AppleTV breaks every time the AppleTV sleeps. <USER> #appletv #macos,5
conv_AppleSupport_2042268,2042268,I shouldn’t have updated my phone. It’s been glitchy ever since 😒. Thanks @115858 @AppleSupport as if I don’t have enough 1st world problems,I shouldn’t have updated my phone. It’s been glitchy ever since 😒. Thanks <USER> <USER> as if I don’t have enough 1st world problems,6
conv_AppleSupport_1358142,1358142,"@115858 fix your iPhone 7+ headphone jack, snap crackling and popping is for cereal, not my headphones","<USER> fix your iPhone 7+ headphone jack, snap crackling and popping is for cereal, not my headphones",2
conv_AppleSupport_2050188,2050188,@115858 iOS updates are awesome if you like your phone not working anymore. This is bullshit. It locked up during a call.,<USER> iOS updates are awesome if you like your phone not working anymore. This is bullshit. It locked up during a call.,6
conv_AppleSupport_258893,258893,@115858 Very disappointed with customer service...,<USER> Very disappointed with customer service...,7
conv_AppleSupport_2093682,2093682,@AppleSupport How do I fix this? https://t.co/agQFiWUWc2,<USER> How do I fix this? <URL>,7
conv_AppleSupport_2093801,2093801,@115858 when are you gonna fix the I️ glitch?,<USER> when are you gonna fix the I️ glitch?,0
conv_AppleSupport_1773234,1773234,This iPhone bug whenever I️ type the letter i (as in abcdefgh-i-jk...) is driving me nuts! @115858 please fix this!,This iPhone bug whenever I️ type the letter i (as in abcdefgh-i-jk...) is driving me nuts! <USER> please fix this!,0
conv_AppleSupport_1644604,1644604,@AppleSupport THIS QUESTION MARK BOX THING IS DRIVING ME NUTS PLEASE STOP THIS MADNESS,<USER> THIS QUESTION MARK BOX THING IS DRIVING ME NUTS PLEASE STOP THIS MADNESS,0
conv_AppleSupport_1889265,1889265,@AppleSupport with rotation locked my 8Plus continuously rotates the screen! It is utterly annoying!! And the phone freezes sometimes!!!!,<USER> with rotation locked my 8Plus continuously rotates the screen! It is utterly annoying!! And the phone freezes sometimes!!!!,2
conv_AppleSupport_1671261,1671261,Get this 👁 situation taken care of @AppleSupport !!!! Not everyone has iPhone X money to upgrade,Get this 👁 situation taken care of <USER> !!!! Not everyone has iPhone X money to upgrade,6
conv_AppleSupport_2117192,2117192,What's going on because my Apple Music app crashed @AppleSupport #AppleMusic #applebug,What's going on because my Apple Music app crashed <USER> #AppleMusic #applebug,5
conv_AppleSupport_238397,238397,Latest @115858 update is bug ridden. Simple things like App Store indicating updates available but when app opened there are none. #lackofqa,Latest <USER> update is bug ridden. Simple things like App Store indicating updates available but when app opened there are none. #lackofqa,6
conv_AppleSupport_1311432,1311432,"@AppleSupport Hi, App Store not working! Can’t download or update any apps. Any help ?","<USER> Hi, App Store not working! Can’t download or update any apps. Any help ?",6
conv_AppleSupport_2510955,2510955,@AppleSupport why has my iPhone 7 Plus been constantly freezing and crashing since I updated,<USER> why has my iPhone 7 Plus been constantly freezing and crashing since I updated,6
conv_AppleSupport_54483,54483,@AppleSupport u too https://t.co/AubRbVtD4f,<USER> u too <URL>,7
conv_AppleSupport_598129,598129,@AppleSupport trying to add Apple cash to an iPhone 8 Plus running 11.2. Went to wallet no toggle screen. Works on X https://t.co/7pXS03P8LJ,<USER> trying to add Apple cash to an iPhone 8 Plus running 11.2. Went to wallet no toggle screen. Works on X <URL>,4
conv_AppleSupport_1808691,1808691,"@AppleSupport hi there my iphone wont let me control anything have a notification at the top[ of my screen i cant get rid of, can you help?","<USER> hi there my iphone wont let me control anything have a notification at the top[ of my screen i cant get rid of, can you help?",2
conv_AppleSupport_2062238,2062238,@AppleSupport Not happy with IOS 11. Phone gets hanged every now and then,<USER> Not happy with IOS 11. Phone gets hanged every now and then,3
conv_AppleSupport_2519295,2519295,@AppleSupport can y’all please fix this glitch where we can’t call others. Thanks,<USER> can y’all please fix this glitch where we can’t call others. Thanks,0
conv_AppleSupport_842508,842508,I’ve never had to turn my phone on and off again so many times. what the heck is this shitty update @115858? Fix it @AppleSupport,I’ve never had to turn my phone on and off again so many times. what the heck is this shitty update <USER>? Fix it <USER>,6
conv_AppleSupport_2946999,2946999,Yo @115858 you need to get your shit together this is like the 3rd time youve deleted my fucking library with an update YOU AND I BOTH KNOW THAT CAM’RON KILLA SEASON WAS NOT THE LAST ALBUM I DOWNLOADED. WE SWITCHING TO SPOTIFY.,Yo <USER> you need to get your shit together this is like the 3rd time youve deleted my fucking library with an update YOU AND I BOTH KNOW THAT CAM’RON KILLA SEASON WAS NOT THE LAST ALBUM I DOWNLOADED. WE SWITCHING TO SPOTIFY.,5
conv_AppleSupport_434675,434675,"Can y’all please fix ios11 already these updates are not helping, my phone is still freezing and glitches @115858","Can y’all please fix ios11 already these updates are not helping, my phone is still freezing and glitches <USER>",3
conv_AppleSupport_1735912,1735912,Holy shit @115858  CAN YOU FIX THIS DAMN KEYBOARD GLITCH,Holy shit <USER> CAN YOU FIX THIS DAMN KEYBOARD GLITCH,0
conv_AppleSupport_1163909,1163909,My phone after the new IOS 11.2 update https://t.co/8Ech8pHRK3,My phone after the new IOS 11.2 update <URL>,3
conv_AppleSupport_1774432,1774432,So we have 280 characters now? And I️ can’t even say the letter “eye” without the A and question mark. @AppleSupport you need to fix this ASAP. Again this update is garbage,So we have 280 characters now? And I️ can’t even say the letter “eye” without the A and question mark. <USER> you need to fix this ASAP. Again this update is garbage,0
conv_AppleSupport_2545675,2545675,"Hey @115858, why the fuck does my alarm go off at 4.47 when it’s set for 4.45","Hey <USER>, why the fuck does my alarm go off at 4.47 when it’s set for 4.45",5
